,text,is_cont
154,"What does #CovidReliefBill mean for the avg person?

@RepKarenBass on @TheIssueIsShow:

-$1,400 stimulus checks
-Child tax credit checks 
-Extension of unemployment checks 
-Increase to state/local govt. funding, including schools

More w @KarenBassTweets: https://t.co/Efflru7vk2 https://t.co/Lpexo6cNhv",0
155,"The #CovidReliefBill in itself is a travesty, but calling it a covid relief package is immoral. 

Only 9% of 1.9 trillion going to COVID.",0
156,"9 percent of this disgusting thing called the CovidReliefBill has any such relief.  Yup, elections have consequences and we're all suffering them now.  #CovidReliefBill",1
157,"If you get your $1400 check from the government, remember every republican in the senate didn't want you to have it. #CovidReliefBill #EndTheFilibuster",1
158,"Those celebrating the passage of the  #CovidReliefBill should thank Stacey Abrams and Georgia Democrats for flipping the Senate. Without that, nothing gets done at this level.",1
159,Republicans can send their checks back if they want to. #CovidReliefBill,1
160,"“It is silly to have these cultural battles w/ real lives at stake. Instead of talking about Mr. Potato Head and a Dr. Seuss book, there are 520k dead &amp; there are people seeking a livable wage” #SuitUPNews 
- 
Shame on every Senate Republican who voted against 
#CovidReliefBill https://t.co/6mSKET7GyL",1
161,"Help really is on the way #CovidReliefBill
Passes Senate...&amp; Dems didn't even need @VP as a tie breaker Now back to House for some tweaking &amp; then to @POTUS to sign
https://t.co/UoMWq0hn9R",1
162,Pull the money for the illegal alien stimulus checks straight out of the paychecks of these scumbag Democrat Senators who voted for it. #CovidReliefBill,1
163,"We're one step closer to getting families the resources they deserve! #CovidReliefBill #stimuluspackage #COVID19 

https://t.co/D5P8w2bnHa",1
164,Well deserved victory lap for @POTUS and Democrats. #CovidReliefBill https://t.co/Q92A8U3keL,1
165,Shout out to @staceyabrams for getting the #CovidReliefBill passed.,0
166,"Once again, thanks Georgia! #CovidReliefBill",1
167,"Dems, while controlling House, Senate, &amp; WH, negotiated unemployment down to $300, the stimulus check went down to $1400 - &amp; every Republican still voted no.

I’m not praising this #CovidReliefBill. People got more from the relief package under Trump &amp; that’s pathetic. Do better.",1
168,The one Senator who didn't vote at all on #COVIDreliefbill https://t.co/NdrIjed1r5 https://t.co/EEvccrT8xe,1
169,"I tip my hat to President @JoeBiden for seeking bipartisanship, but not a single House or Senate Republican voted for the #CovidReliefBill. And that's not likely to change as he attempts to push other legislation. It's time to END THE FILIBUSTER‼️",1
170,"President Biden's #CovidReliefBill passed the Senate 50-49.

Every Democrat voted yes.

Every Republican voted no.

And Susan Collins is concerned.",0
171,What is truly amazing is that all our elderly Senators could survive a 25-hour vote-a-rama. Their doctors can skip the stress tests at next checkup. #CovidReliefBill,1
172,Zero Congressional Republicans voted for the #CovidReliefBill. The word “bipartisanship” should be permanently stricken from our vocabulary. Never want to hear anybody utter that nonsense again.,1
173,"#BREAKING: President Biden and the #Democrats prevail as a divided Senate approves $1.9T #CovidReliefBill, #House on track for final passage next week.
https://t.co/Ut6vLeMKeT",0
174,"The #CovidReliefBill will help MILLONS of Americans, but Dems should have made the UI payouts retroactive to account for weeks of non-disbursement during Trump's final days in office - and the supplemental UI should be no less than $500/wk. But all in all, it's a solid bill.",1
175,"Zero Republicans voted for Covid relief to help the American people. 

Remember that. 

#CovidReliefBill",1
176,"The #CovidReliefBill passed the Senate with 50-49 vote. (Sen. Dan Sullivan from Alaska was absent). 

Now the bill goes back to the House for approval, which Dem leaders say will happen early next week. Last stop - President Biden’s desk.",0
177,Thank you to @staceyabrams @ReverendWarnock and @ossoff! Without you all there’s noway #CovidReliefBill would have passed!,0
178,Just like President Joe Biden (@POTUS) once said to former President @BarackObama about healthcare... the passing of the #CovidReliefBill in the Senate today is “a big f—king deal!”,0
179,Important: If you received unemployment compensation last year and you already filed your taxes - declaring that income and having to pay on it - you need to file an amended tax return to get the $$ back. #CovidReliefBill #passiton,0
180,"Statement from Louisiana Democratic Party Chair Katie Bernhardt on the Senate passing #AmericanRescuePlan , @POTUS’ #CovidReliefBill:
#lalege #Lagov https://t.co/Eus6Nszc3Y",0
181,After laboring through the night on a mountain of amendments senators approved the sprawling $1.9 trillion package on a 50-49 party-line vote. The House is expected to vote this week. https://t.co/el9z8ir4SR #stimulusbill #stimulusrelief #covidreliefbill #senate #abc7ny #news https://t.co/zwuw06zE6y,0
182,No @GOP senators voted YEA to help the American people. That’s craaazzzzyyy... #CovidReliefBill,1
183,The US #Senate has passed #JoeBiden’s $1.9 trillion package 50 - 49 - a big win for the White House. It follows a marathon session in the chamber. #CovidReliefBill #COVID19,1
184,Who is ready for their #CovidReliefBill stimmy check? https://t.co/wS9EI6fidY,0
185,For those who need the stimulus check and yet still voted for a republican to represent you - why? They don’t care about you. Their vote just proved they don’t care about you. #CovidReliefBill,1
186,"The #CovidReliefBill:

° $300/wk in add'l UI through Sept. 6th
° $1,400 direct payments to individuals whose income does not exceed $80k 
° $10,200 of UI benefits will be nontaxable for incomes up to $150k 
° Subsidizes 100% of COBRA insurance coverage for jobless Americans",0
187,"#BREAKING | Biden, Dems Prevail as Senate OKs $1.9T Virus Relief Bill 💵 💸 #CovidReliefBill  https://t.co/NzEAYDhPSh",0
188,"Congratulations to @SenateDems, @HouseDemocrats + @POTUS @JoeBiden on the historic passage of the $1.9T #CovidReliefBill!👏🏼

This will save lives, the economy + provide urgent help that 81 million Americans voted for!🇺🇸

Government works under Democrats!
https://t.co/wfDxzyUPPY",0
189,"Elections have consequences! Thank you, Georgia!! #CovidReliefBill",1
190,"Senate passes $1.9 trillion #Covidreliefbill, including $1,400 stimulus checks https://t.co/Gk7XvevKi5",0
191,NEW: US Senate passed #CovidReliefBill 50-49. Bill will now head for final passage in the House next week,0
192,"Thank you @POTUS @JoeBiden, thank you @ReverendWarnock and Jon @ossoff. #AmericanRescuePlan #CovidReliefBill",0
193,"The #CovidReliefBill just passed in the Senate, 50-49. Despite the fact that around 70% of Americans support this legislation, NO Senate #Republicans voted for relief. ALL Senate #Democrats voted FOR this legislation.

REMEMBER THIS when deciding who you will vote for in 2022. https://t.co/M7uOAxFrcj",1
194,"#CovidReliefBill has passed. Now it goes back to the House and then (hopefully) on to Biden.

The people in need and small businesses will hopefully see relief soon. 

Thank you to @TheDemocrats for pushing this bill through and working to have the backs of We The People.",0
195,"After a long 27+ Hrs session, The U.S. Senate has passed President Biden's $1.9 trillion Covid relief bill with 50-49 votes.
What Now?  
It goes back to the House, and remains on track to reach the Biden's desk before the March 14 deadline. #CovidReliefBill #USSenateUpAllNight https://t.co/VWDl04MZ8Z",0
196,So many Republicans are truly deplorable. Every GOP Senator voted against providing Americans needed relief. We have to keep control in 2022 or so many will suffer. #CovidReliefBill #ReliefNow #COVID19,1
197,"Statement of Chairman @SenatorLeahy On Senate Passage Of The American Rescue Plan

#CovidReliefBill 

https://t.co/dk6WGCcbeM",0
198,"BREAKING: The Senate just passed President Biden's #CovidReliefBill bill, 50-49. 

Not a single Republican voted for the disaster relief bill on behalf of their constituents. #COVID disaster doesn’t know party - it’s devastating Americans 

#VotingWorks @votolatino",0
199,So now the Senate passed 1.9 Trillion dollar #CovidReliefBill goes to the House to reconcile differences in both bills and they vote on it and then send it to @POTUS to sign it into law.,0
200,"#BREAKING: An exhausted Senate has narrowly approved a $1.9 trillion COVID-19 relief bill. The passage sets up final congressional approval by the House next week so lawmakers can send it to Biden for his signature #8NN #CovidReliefBill 
https://t.co/kcJiuwLgwO",1
201,"The Republicans should be ashamed for not a single GOP Senator voting for the #CovidReliefBill. People are suffering and they continue to support insurrectionists, uplift the already wealthy and wage outdated pop culture wars. #AbolishTheFilibuster #AmericanRescuePlan",1
202,"Passing the COVID-19 relief bill to help Americans during a national crisis is precisely the type of action that government exists for.

We don't pay a lifetime of taxes just for national defense.

Get those checks mailed.

#CovidReliefBill #COVID #COVID19 #coronavirus #Senate",1
203,The expectation is to hear from @POTUS soon after the Senate #CovidReliefBill passed 50 to 49.  Clapping followed the announcement in the Senate.,0
204,Breaking: Senate passes $1.9T #CovidReliefBill https://t.co/n7HvNR3cls,0
205,The Senate #CovidReliefBill passed 50 to 49.  Clapping followed the announcement. The bill goes back to the House!,0
206,Congratulations America! The #CovidReliefBill just passed the Senate!!! Help is on the way! Thanks #Democrats for staying united! #SaturdayMotivation,1
207,#BREAKING: $1.9 trillion #COVID19 relief bill passes the senate after all-night session. #CovidReliefBill,0
208,"PASSED!! After over 24 straight hours of voting 🗳 including a Senate record 12 hour open vote at one point 

Help is on the way just as it was promised 

#CovidReliefBill https://t.co/3qqJCdgPGt",1
209,Not a surprise!@LeaderMcConnell recommends voting “no” for the Senate #CovidReliefBill worth 1.9 Trillion dollars.,1
210,"If you want a primer on the #CovidReliefBill, watch this short video. @ChrisMurphyCT perfectly explains what’s in the bill and what’s not in the bill. https://t.co/ZRwlDTL0C9",1
211,"Senate Democrats worked late to provide needed relief to the American people.

Republicans continue to spread lies about the #CovidReliefBill because they can’t justify their political objection to a popular bill that helps Louisiana families, schools, &amp; small businesses.",1
212,"I know she had plenty of helpers—&amp; she’s the first one to remind people of that—but @staceyabrams saved an entire country. Sitting with the fact of how much impact a single individual can have.   
#BlackWomenLead #SenateElection2021 #CovidReliefBill https://t.co/0v9koMLrV7",0
213,".@RepJohnYarmuth explains his view on the reasoning behind limiting who will receive the $1,400 stimulus checks proposed in the #CovidReliefBill. #CrossConnection https://t.co/mOdEHVUhjq",1
214,"Just when you think this abomination of a partisan Trojan horse spending binge couldn’t get more ridiculous, it does:  Ds vote for stimulus checks for prison inmates.  Definitely not a #CovidReliefBill . Less than 10% COVID-19 related.  Less than 1% for vaccines.",1
215,"HAPPENING NOW — @SenBillCassidy just proposed amendment to prevent $1,400 payments to incarcerated people. Vote happening now.
.
.
.
@wusa9 #votearama #AmericanRescuePlan #Senate #Politics #CovidReliefBill https://t.co/U8oOYNYfj2",0
216,"Thank you to every Senator who rejected an amendment that would have harmed #trans kids AND states across the country. 

Thank you for focusing on what’s really important in the #CovidReliefBill — relief for the people. 

We will never stop doing the work to #ProtectTransKids. https://t.co/lBoYpVLZ14",1
217,"Cutting jobless benefits for millions = ""minor setback""

What about the fact there's no proposal to raise federal minimum wage in the #CovidReliefBill? Eh, we've moved on.

Smile and tell the unwashed to quit grumbling, and let's be happy they at least won a sliver of cake! https://t.co/o67m5bbz8e",1
218,"Jobless benefits were $600/week for 4 months in the COVID-19 relief that passed under Trump in March 2020. 

Biden and Senate Democrats are cutting jobless benefits for citizens in crisis to $300/week for same period—half of what passed in GOP-controlled Senate. #CovidReliefBill https://t.co/3k2Z2QB0xd",0
219,"#taxrefund #taxreturn #tax #money #MoneyLine #family #community #Jobs #America #USA #Finances #FASA #Biden #BidenActNow #AOC #democracy #stimulus #AARP #work #TaxTheRich #Bernie

HOW 2GET FULL PAYMENT:3rd #StimulusCheck in #CovidReliefBill:
https://t.co/bDD3YEegCX via @nbcnews",0
220,Spoke to @CBSLATom about the #CovidReliefBill. https://t.co/b7EUS8dQKO,0
221,Journalist friends: did #paidleave  survive in the #CovidReliefBill ?  It expired in Dec. and wasn’t clear even to Senate staff I spoke w if it was in.  Asking for millions of Americans. @emarvelous @SusanPage @IAmAmnaNawaz @DanaBashCNN @JoyAnnReid @llerer,1
222,"Well deserved Victory!!!

Heartfelt congratulations and best wishes to the Indian cricket team on qualifying for the #WTCFinal 🇮🇳!! https://t.co/zYEfilXgKi",0
223,"Kane: Hope to play you guys in the #WTCFinal 

Virat: Sure, But, How do we get there?

Rishabh Pant: I can help with that! https://t.co/KJhvqjeHUI",0
224,"Now India becomes the only team to play Finals in all ICC Events

Worldcup ✅
Champions Trophy ✅
T20 World Cup ✅
World Test Championship ✅

That's Dominance in World Cricket

#INDvENG
#WTC21 
#IPL2021 #Cricket
#WTCFinal https://t.co/RsvjDvxQLS",0
225,"Breaking : IPL 2021 likely to start from April 9th and Final will be played on May 30th
#IPL2021 #WTCFinal #Cricket https://t.co/X9Q8RSPa3W",0
226,"""World Test Championship qualification is a result of the work Team India has put in the last 10 years. For most of the guys in the dressing room #WTCFinal will mean like the Cricket World Cup,"" says #RAshwin 
#AhmedabadTest #INDvsENG #WTC21 #INDvENG @ashwinravi99 

📽️: @BCCI https://t.co/tlcRAx1Loh",0
227,"#WTCFinal #WTC21 

@ICC planning to move WTC final out of Lord's

Read: https://t.co/abt3Ubi5wc https://t.co/XFmknGvEi8",0
228,"Sundar's batting abilities 🏏
Team spirit in the bio-bubble era 😷
The importance of reaching the #WTCFinal 🏆

@ashwinravi99 takes us through all the key talking points after an emphatic series win for #TeamIndia 🇮🇳

📹: @BCCI

https://t.co/2PNevi1CC6

#INDvENG",0
229,"Fantastic victory #TeamIndia!

Congratulations to India on a well deserved victory in the 4th #INDvsENG Test &amp; for winning the Test series at #NarendraModiStadium

Comprehensive performances by @RishabhPant17,@Sundarwashi5,@akshar2026,@ashwinravi99
Best wishes for the #WTCFinal👍 https://t.co/LDbQnCUG3J",0
230,"A jubilant #TeamIndia took to Twitter to celebrate their series win and #WTCFinal qualification. #INDvENG 
https://t.co/p3H1BWLz9Z",0
231,"Congratulations to Team India on gloriously winning the test series 3-1 against England. 

Best wishes for the finals in the World Test Championship.

#TeamIndia
#WTCFinal
#JaiHind 🇮🇳",0
232,"From their U19 days to #WTCFinal...

How it started 🆚 How it's going 

#WTC21 #OrangeArmy #KeepRising #SRH https://t.co/aw5OZrUvPL",0
233,"#INDvsENG 4th Test: A look at the records scripted as India confirms #WTCFinal spot

https://t.co/GGlt8AUxGE",1
234,"#INDvsENG 4th Test: #India qualifies for #WTCFinal 

https://t.co/akwfbLsmeR

#indiavsEngland #England #ViratKohli #RishabhPant #ravichandranashwin #axarpatel #RohitSharma #WTCfinals #WTC21final",0
235,"Congratulations to #TeamIndia for taking space in #WTCFinal! Love how cricket brings most of the country together behind an objective.

Wish there was more things like that : sport and art make the youth expressive, and the democracy vibrant.",0
236,"Team India became the first team to achieve the feat.

#India #WTCFinal #ICCTournaments #Cricket #CricTracker https://t.co/QUhyjEdrKI",0
237,"Comeback kings!

#ViratKohli is relishing the prospect of a #WTCfinal against #NewZealand after #India picked apart #England, again.

#Cricket  #WorldTestChampionship #ICC @BCCI @ICC #INDvENG #Motera #AhmedabadTest @imVkohli 

https://t.co/ilRRNoKpuE",0
238,"India vs England Test Series 2021: Full List of Award Winners, Records, Statistics; Ashwin, Axar, Pant shine
@BCCI
#TeamIndia
#INDvENG
#INDvsENG
#ViratKohli #RAshwin #AxarPatel
#WashingtonSundar
#RishabhPant 
#WTC2021
#WTCFinal
#WTC21

https://t.co/QGFZbsRJwY - via @mykhelcom",0
239,"#India Crush #England To Win Series 3-1, Qualify For #WTCFinal 

@BCCI #INDvENG  #TeamIndia

https://t.co/B3K22yW2JV",0
240,"Congratulations Team India for winning the test series against England and getting into the finals of World test championship.
Best wishes to team India for #WTCFinal @BCCI #INDvsENG https://t.co/dz0uqdKWTl",0
241,"Rohit's 161 in Chennai was the defining moment of the series,' says skipper #ViratKohli 
#INDvENG #RohitSharma #INDvsENG #Testseries #WTC21 #WTCFinal @imVkohli @ImRo45 
https://t.co/MGcT0He4I3",0
242,"A certain timeless classic by Queen is playing in our heads right now 🎶

You know the song, the one about Champions 😉

#INDvENG #WTC21 #WTCFinal https://t.co/iKc92jDYOZ",1
243,"Virat Kohli Praises Team India, Says Our Bench Strength is Extremely Strong, It Will Help When Transition Happens 
#ViratKohli #INDvEND #INDvsENG @imVkohli @BCCI #WTCFinal 
https://t.co/dTVxNC4kkq",1
244,"#INDvENG 
Congratulations 🎉 Team India for winning the test series with a margin of 3-1 against England. Kudos to all the players and @BCCI for reaching to the finals of #WTCFinal.
Keep going team INDIA....... https://t.co/yDpuyJOkGj",0
245,"Congrats #TeamIndia for the test series win, brought up by all players &amp; particularly bowlers who contributed wonderfully in batting and bowling both. This is really a #NewIndia Team. 

My best wishes to the team for qualifying at the first-ever #WTCFinal at Lords.

#INDvsENG https://t.co/pWIkuNUHQX",0
246,"Rishabh Pant's hilarious reply to Harsha Bhogle on his antics is winning the internet
#RishabhPant #RP17 #INDvENG #Testseries #INDvsENG #WTC21 #WTCFinal #INDvsEND 
https://t.co/pKzF5NPktN",1
247,"A Step Closer to Triumph the Inaugural World Test Championship Title !

Cheers Team India 🇮🇳

#INDvsENG #TeamIndia
#WTCFinal #Worldtestchampionship https://t.co/ovnjLLIM0F",0
248,"Congratulations to #TeamIndia for winning the Test series! 👏 🥳

You guys played like a #Champion!

Congratulations for qualifying for the inaugural World Test Championship final. All the best for the #WTCFinal. 👍

#Cricket #INDvENG #INDvsENG https://t.co/yWfWe3X1La",0
249,"Team India roared into the final of the inaugural edition of the ICC World Test Championship (WTC) following an emphatic 3-1 series win over England.

#WTCFinal #WorldTestChampionship #TeamIndia #INDvEND #ICC
https://t.co/fpFoQBTxFP",0
250,"India's win lit up the social media where fans celebrated the series victory with jokes and memes. #WTCFinal 

https://t.co/wY7pUCMNqz",0
251,"The No. 1️⃣ and No. 2️⃣ ranked teams deservedly walking into the #WTCFinal like... 😎🏆

#WTC21 #INDvENG https://t.co/HlNEJWWFpc",1
252,"Heartiest congratulations to the #TeamIndia on well deserved test series victory against England.

#INDvsENG #testcricket #WTCFinal 
#Worldtestchampionship
@BCCI https://t.co/HZaxFoD8xI",0
253,"After beating England 3-1, India booked a spot in the World Test Championship final and also became the number one Test side in the world 

#INDvENG #INDvsENG #WTCFinal #ENGvIND #TestRankings

https://t.co/7DerrzyVfc",0
254,"India vs England 4th Test 2021 Day 3 in Photos: Hosts Clinch Series, Qualify for #WTCFinal #INDvENG #INDvsENG #TeamIndia #WTC21

https://t.co/9csRjyrduW",0
255,"#TeamIndia: Hi ICC #WTCFinal 🏆, here we come! 😎

A fabulous 13th consecutive home series victory! 🙌

#Paytm #INDvENG https://t.co/I0SxMsH8Q2",0
256,"#TeamIndia: Hi ICC #WTCFinal 🏆, here we come! 😎

A fabulous 13th consecutive home series victory! 🙌

#Paytm #INDvENG https://t.co/yppEvvnZaG",0
257,"Latest ICC Test Ranking📈: 

1. India 🇮🇳
2. New Zealand 🇳🇿
3. Australia 🇦🇺
4. England 🇬🇧
5. Pakistan 🇵🇰
6. South Africa 🇿🇦
7. Sri Lanka 🇱🇰

#INDvsENG #WTCFinal #WTC21",0
258,"#RavichandranAshwin and #AxarPatel were in top form once again, as #India sealed a huge win against #England on Day 3 of their fourth Test match

#INDvENG #INDvsENG #WTCFinal

https://t.co/5kMFzVVwjA",0
259,Super Victory Team India. Congratulations 🥳 🇮🇳 Looking forward to the finals of #WorldTestChampionship. #TeamIndia #WTCFinal #INDvsENG 💪,0
260,"Washington Sundar denied well-deserved Test century; Sehwag-Jaffer troll Ishant, Siraj with hilarious memes
@Sundarwashi5
@WasimJaffer14
@virendersehwag
#WashingtonSundar
#AxarPatel
#WTCFinal
#WTC2021
#WTC21
#INDvENG #INDvsENG 
https://t.co/XNvwA6Kgf8 - via @mykhelcom",1
261,"#INDvENG 4th Test: Axar Patel- Ravichandran Ashwin's fifer rattles England, Team India qualifies for #WTCFinal

https://t.co/SRGzExbYbB",1
262,"India vs England, 4th Test 2021 Match Result: Ravi Ashwin, Axar Patel Bowl Hosts to Innings Win, Seal Series 3-1 to Reach World Test Championship Final 
@BCCI #INDvsENG #INDvENG #ENGvIND #WTC2021 #WTCFINAL 
https://t.co/VeBrbROKVE",0
263,"Congratulations #TeamIndia 🇮🇳 on an awesome #TestSeries victory ✌️ 🏆. 

India - through to the finals of #Worldtestchampionship 🏆 .

#INDvsENG  #WTC21 #WTCFinal 
#Worldtestchampionship https://t.co/66icYS8FCH",0
264,"Rohit Sharma’s 161-Run Knock in 2nd Test Was Most Defining Moment in Series: Virat Kohli

#INDvsENG #ViratKohli #RohitSharma #WTCFinal #WTC21 
https://t.co/CUiFiDEvOQ",1
265,"Congratulations to India and New Zealand for qualifying for the inaugural World Test Championship final. @ICC 
#WTCFinal",0
266,"Fantastic victory #TeamIndia!
Many congratulations on reaching the #WTCFinal.

Absolutely enjoyed the way each player contributed in every department throughout the series, especially @RishabhPant17, @Sundarwashi5, @akshar2026,  @ashwinravi99 &amp; @ImRo45.

#INDvENG https://t.co/y1gwRn3cKR",0
267,"#Congratulations 🙌🙌👏👏
India thrashed England by an innings and 25 runs to win the four-match series 3-1 and secure a place in the World Test Championship final. #INDvsENG #WTCFinal #INDvENG https://t.co/w3VHbaB7Rk",0
268,"#India Finish On Top Of #ICC #WorldTestChampionship Standings

#Cricket #INDvENG #WTCFinal #AhmedabadTest #Motera 

https://t.co/X0frF9Kbdf",0
269,"ICC World Test Championship 2019–21 Points Table Final Update: India &amp; New Zealand Qualify for Final, to Lock Horns in the Summit Clash at Lord’s #Worldtestchampionship #WTC #INDvsENG #WTC21 #WTCFinal

https://t.co/uMztMAADWk",0
270,"Congratulations to India and New Zealand for qualifying for the final of the inaugural World Test Championship. A great advert for Test Cricket!
#WTCFinal",0
271,"Hearty congratulations to #TeamIndia upon winning the #INDvsENG Test Series. 
Wishing you the best for the upcoming Final of #WTCFinal and congratulations for being No.1 test team. https://t.co/aVNYg9DEi1",0
272,"India beat England to win series 3-1, qualify for World Test Championship final #WTCFinal #INDvsEND https://t.co/c0knrPPb06",0
273,"Sensational win for #India. And here come the reactions!

#Cricket #INDvENG #WTCFinal #WorldTestChampionship #Motera #AhmedabadTest  

https://t.co/uAt92AataS",1
274,"#WTCFinal here we come! Emphatic win for #TeamIndia. While #RishabhPant laid the foundation of the win with his batting along with #Sundar, it was Akshar Patel &amp; Ashwin who spun England out of the game at #NarendraModiStadium. A memorable #TestSeries! 
#INDvENG @JayShah @BCCI https://t.co/x01xLGSeGN",0
275,"#InPics | Relive how India handed an innings defeat to England.

#INDvsENG #WTCFinal

https://t.co/zKJPWJFc51",0
276,"Man of the Series - @ashwinravi99 #Ashwin

4th Test Man of the Match - @RishabhPant17 #Pant

Super deserving, both 👏🌟#INDvsENG #INDvENG

Onto the #WTCFinal next - India vs NZ #WTC21 👍",0
277,"A well-deserved win for #TeamIndia. They have totally outplayed #England to win the #TestSeries &amp; make it to #WTCFinal. #RishabhPant &amp; #Sundar put up a good total &amp; then the 5-wicket hauls of Ashwin &amp; Akshar helped India win by an innings at #NarendraModiStadium.
#INDvENG @BCCI https://t.co/CASox3cNI7",0
278,"India Qualify for ICC World Test Championship Final, Beat England in Fourth Test to Win Series 3–1; Netizens Congratulate Virat Kohli &amp; Co #indiavsEngland #INDvENG #EngvsInd #Worldtestchampionship #WTC21 #WTCFinal 

https://t.co/biaa1Mb1e1",0
279,"Team India seal their spot in the World Test Championship Final. Hearty congratulations @BCCI 
More power to you skipper @imVkohli 👏👏 

#INDvENG #WTCFinal #India",0
280,"The doorway to Lord's 🚪

Mecca of Cricket, here we come 🏟️😎

#INDvENG #SaddaPunjab #PunjabKings #WTCFinal https://t.co/tLyC2WKzKt",0
281,"With this series win, #TeamIndia qualify for the ICC World Test Championship final and will face New Zealand at Lord’s cricket ground. 

Congratulations India 🇮🇳 

#INDvsENG #WTCFinal #WTC21 https://t.co/39XE6ZcGiv",0
282,"#IndvEng #WTCFinal

If England would have made it to the WTC final, they would have been thinking about squad rotation... right?",1
283,"Haan maloom hain DC boys ne phir se poore 10 wickets le liye 🥲

We're too busy celebrating #TeamIndia's entry into the #WTCFinal 💙✌️

#INDvENG https://t.co/D8bPGkgCHd",0
284,"Congratulations @imVkohli &amp; the whole of #TeamIndia for another fabulous performance by clinching the Test series against mighty #England &amp; qualifying for the #WorldTestChampionship Final.

What a jaw-dropping performance by all the players at #INDvsENG!

@BCCI
#WTC21
#WTCFinal",0
285,"India beat England by an innings and 25 runs to win series 3-1 and seal #WTCFinal berth. 
#INDvENG 
https://t.co/sSojXjQfyi",0
286,"ICC World Test Championship Final: India to Face New Zealand After 3-1 Win Over England

#INDvsENG #WTC21 #WTCFinal #INDvENG 
https://t.co/Jy1PI6RHBl",0
287,"Ok New Zealand

Don't fuck this up 

#WTCFinal",1
288,"Team India reach #WorldTestChampionship Final at #Lords, to meet #NewZealand in summit clash

#INDvENG #ENGvIND #INDvsENG #INDvsEND #INDvsENG_2021 #AhmedabadTest #WTC #WTCFinal 

https://t.co/b36hQP0kG6",0
289,"ICC World Test Championship Final: India to Face New Zealand After 3-1 Win Over England

#INDvsENG #WTC21 #WTCFinal #INDvENG 
https://t.co/zL1kzEIV37",0
290,"#INDvsENG: #India wins by an innings and 25 runs, wins the series 3-1, enter #WTCFinal.

Photo: @BCCI https://t.co/QztuNYQZtM",0
291,Finally. #INDvsENG #WTCFinal #WTC21,0
292,I wasn’t ready for the ending 😭😭😭  ... #RayaAndTheLastDragon @DisneyAnimation @SamOnTV @MovieMantz https://t.co/O4Xk7gkOTI,1
293,#RayaAndTheLastDragon was great.,1
294,"#Raya was not originally supposed to be a Disney Princess. Writer Adele Lim, who also co-wrote Crazy Rich Asians, changed that. 

Our conversation about the making of #RayaandtheLastDragon here: https://t.co/7idyAnOmde",1
295,You might not realize how many big stars are in the voice cast of #RayaAndTheLastDragon. Meet the full cast right here! https://t.co/vRIiNjQtlZ,0
296,Trust me you need this in your eyeballs #RayaAndTheLastDragon https://t.co/Avhw27PkVf,0
297,Yaaass #RayaAndTheLastDragon  DAY!,0
298,"#KellyMarieTran was the first woman of color to play a lead in a #StarWars film and now she’s voicing Disney’s first Southeast Asian princess in #RayaAndTheLastDragon .

Check out what she told us about achieving many ""firsts"" right here: https://t.co/yfn8q0PNAT",0
299,Absolutely loved #RayaAndTheLastDragon even though that meant I started my Saturday morning with an ugly cry. All the feels with this movie.,0
300,"#BoxOffice: #RayaAndTheLastDragon Nabs Soft $2.5 Million Friday As #ChaosWalking Stumbles With $1.3 Million via @forbes by @ScottMendelson   https://t.co/gFWygZUrrI
 #TomHolland #DaisyRidley #KellyMarieTran #Awkafina #TomAndJerryMovie #ChloeGraceMoretz #Disney https://t.co/gVpGhlMezt",0
301,#RayaAndTheLastDragon is amazing! Great movie and cast. https://t.co/NspPpmk8He,1
302,"Looking for the newest in streaming this weekend? Check out: 

#RayaAndTheLastDragon
#Moxie
#BiggieIGotAStoryToTell
#Coming2America
#BossLevel https://t.co/B4yUl7XZp5",0
303,"Watched #RayaAndTheLastDragon with my 9 year olds last night. Lots of laughs, tears and tons of heartwarming moments. This is one of my favorite Disney animations to come out in quite a while. A great fantasy film about hope and trust. Much needed right now.",0
304,"Kelly Marie Tran, @Awkwafina, @gemma_chan, and more from #RayaAndTheLastDragon share their favorite Disney sidekicks. 

Who's your favorite? https://t.co/9D8lOaHWcz",0
305,"On the fence about getting #RayaandtheLastDragon through Premier Access? Here's our review to help.
https://t.co/tZ698maTPC",0
306,"#RayaandtheLastDragon is the latest @Disney animated movie and it might be the exact movie that the world needs in 2021.
https://t.co/q8koBM701m",0
307,"If you love animated fantasy films, then we've got a treat for you! 😍

#RayaandtheLastDragon is now playing at the cinemas near you!

@DisneyStudiosIN",0
308,"So much good stuff. Have a great (and entertaining) weekend! Stay safe. 

#SpongeBobMovie #bosslevel #RayaAndTheLastDragon @TODAYshow #weekend
https://t.co/6IActhq9f6",1
309,"""Even though Namaari is technically a villain, she's still a very well-thought-out character. You learn her motivations."" Kelly Marie Tran talks about the relationship between Raya and Namaari in #RayaAndTheLastDragon https://t.co/zVSxc6TaMh https://t.co/OAktSX2pjP",1
310,"Is #RayaAndTheLastDragon worth the extra cash?

@CourtLanning https://t.co/gWRW5DaaUh",1
311,The combo of #KellyMarieTran x @awkwafina is so perfect.... Raya and Sisu bring back Kumandra! #RayaAndTheLastDragon Princess Namaari got the hair and attitude on lock... @gemma_chan 🐉,0
312,"#RayaAndTheLastDragon is an epic adventure, beautifully made, badass female characters... highly recommend.... you can get totally lost in this world... 🐉",0
